BE No,BE Date,Job No,HAWB/HBL No,AWB/BL No.,Type Of B/E,No Of Pkgs,Unit,Invoice Number,
6616309,30-Dec-2025,IR/52643/25-26,83453432,049FX14243,Home,3,PKG,CIF/2025/0012/12,
6721362,06-Jan-2026,IR/52644/25-26,SBKK00476267,60751580012,SEZ-T,3,PKG,1025087,
6703017,05-Jan-2026,IR/52645/25-26,SINC39041,SINCB25037611,SEZ-T,7,PKG,"7060232, 7060233",
,,IR/52646/25-26,DEBER2282211,,Home,11,PKG,65478821,
,,IR/52647/25-26,DEBER2284201,,Home,60,PLT,"5314539440, 5314539437, 5314547968",
,,IR/52648/25-26,8XP5853,61850669194,SEZ-T,4,PKG,"7067092, 7067093",
6760408,08-Jan-2026,IR/52649/25-26,8XP5838,61850669194,SEZ-T,5,PKG,7002129,
6648126,01-Jan-2026,IR/52650/25-26,251005810182,RTM1548747,Ex-Bond,32,PLT,"100023995, 100023997",
6762159,08-Jan-2026,IR/52651/25-26,8XP5850,61850669194,SEZ-T,1,PKG,7002130,
6720843,06-Jan-2026,IR/52652/25-26,4840749254,60751570676,SEZ-T,1,PKG,251209211,
6720846,06-Jan-2026,IR/52653/25-26,4840749252,60751570676,SEZ-T,4,PKG,251209178,
6720842,06-Jan-2026,IR/52654/25-26,4840749253,60751570676,SEZ-T,1,PKG,251209180,
6634189,31-Dec-2025,IR/52655/25-26,SBKK00476263,31295160833,SEZ-Z,1,PKG,1024041,
6720844,06-Jan-2026,IR/52656/25-26,4840749477,60751570676,SEZ-T,1,PKG,251209536,
6720845,06-Jan-2026,IR/52657/25-26,4840749478,60751570676,SEZ-T,5,PKG,251209541,
6653179,01-Jan-2026,IR/52658/25-26,ORD00691765,23587848876,Home,1,PKG,50172,
6760302,08-Jan-2026,IR/52659/25-26,8XP5840,17621173670,SEZ-T,1,PKG,7067081,
6734281,06-Jan-2026,IR/52660/25-26,8XP5842,17621173670,SEZ-T,2,PKG,7060219,
6762323,08-Jan-2026,IR/52661/25-26,8XP5839,17621173670,SEZ-T,1,PKG,7060259,
6734140,06-Jan-2026,IR/52662/25-26,8XP5841,17621173670,SEZ-T,1,PKG,7067080,
6661886,02-Jan-2026,IR/52663/25-26,,FRA1082934,Home,18,PKG,99-00898872,
6815265,10-Jan-2026,IR/52664/25-26,FRA1072351,HLCUHAM2509BFEY9,Home,20,PKG,99-00898871,
6815267,10-Jan-2026,IR/52665/25-26,FRA1072349,HLCUHAM2509BFEB6,Home,9,PKG,99-00898870,
7093371,24-Jan-2026,IR/52666/25-26,,DEBER2269181,Home,46,PKG,5314519939,
6651822,01-Jan-2026,IR/52667/25-26,SBKK00476256,31295160855,SEZ-Z,1,PKG,1024043,
6651821,01-Jan-2026,IR/52668/25-26,SBKK00476275,60751580023,SEZ-Z,3,PKG,1029129,
6652500,01-Jan-2026,IR/52669/25-26,SBKK00476274,60751579986,SEZ-Z,3,PKG,1029114,
6663240,02-Jan-2026,IR/52670/25-26,SBKK00476265,60751580001,SEZ-Z,3,PKG,1029124,
6651820,01-Jan-2026,IR/52671/25-26,SBKK00468406,60751579905,SEZ-Z,3,PKG,1024044,
6833445,12-Jan-2026,IR/52672/25-26,8XP5851,17621173294,SEZ-T,3,PKG,7011078,
6969949,19-Jan-2026,IR/52673/25-26,8XP5846,61850669205,SEZ-T,4,PKG,"7069172, 7069171",
,,IR/52674/25-26,8XP5854,61850669205,SEZ-T,4,PKG,"7067087, 7067088",
,,IR/52675/25-26,,FRA1082870,Home,20,PKG,99-00902846,
6832020,12-Jan-2026,IR/52676/25-26,8XP5847,61850669205,SEZ-T,4,PKG,"7069169, 7069170",
7318743,05-Feb-2026,IR/52677/25-26,SBKK00476263,31295160833,SEZ-T,1,PKG,1024041,
6739948,07-Jan-2026,IR/52678/25-26,SBKK00478761,22917792736,SEZ-T,3,PKG,1030276,
6760382,08-Jan-2026,IR/52679/25-26,SBKK00478760,22917792725,SEZ-T,3,PKG,1030277,
7293410,04-Feb-2026,IR/52680/25-26,SBKK00476259,31295160844,SEZ-T,1,PKG,1024042,
6669318,02-Jan-2026,IR/52681/25-26,LJU001178851,23535196453,SEZ-T,6,PKG,C-006-25-IN-A,
6711669,05-Jan-2026,IR/52682/25-26,SINC39666,SINCB25038293,SEZ-Z,10,PKG,"7065129, 7065130",
6713256,05-Jan-2026,IR/52683/25-26,SINC39664,SINCB25038293,SEZ-Z,7,PKG,"7065131, 7065132",
6729963,06-Jan-2026,IR/52684/25-26,SZXS2503188,EGLV149509232795,Home,896,CTN,15290007-1,
6714151,05-Jan-2026,IR/52685/25-26,SINC39638,SINCB25038293,SEZ-Z,4,PKG,"7060248, 7064091",
6739949,07-Jan-2026,IR/52686/25-26,SBKK00474947,60751579894,SEZ-T,3,PKG,1025085,
6986671,19-Jan-2026,IR/52687/25-26,FRA1072353,HLCUHAM2509BFFJ9,Home,20,PKG,99-00898868,
6739987,07-Jan-2026,IR/52688/25-26,SBKK00474918,60751579883,SEZ-T,3,PKG,1025086,
6739989,07-Jan-2026,IR/52689/25-26,SBKK00474990,60751579916,SEZ-T,3,PKG,1024045,
6741124,07-Jan-2026,IR/52690/25-26,H620975,21707727134,SEZ-T,3,PKG,1023612,
6832017,12-Jan-2026,IR/52691/25-26,SBKK00474984,60751579920,SEZ-T,3,PKG,1025084,
6739951,07-Jan-2026,IR/52692/25-26,SBKK00478614,60751580060,SEZ-T,3,PKG,1030275,
6739950,07-Jan-2026,IR/52693/25-26,H618556,21707727134,SEZ-T,3,PKG,1023611,
6741126,07-Jan-2026,IR/52694/25-26,H670726,21707727134,SEZ-T,2,PKG,"1024040, 1024046",
6832604,12-Jan-2026,IR/52695/25-26,SBKK00477652,31295162981,SEZ-T,4,PKG,1029612,
6739991,07-Jan-2026,IR/52696/25-26,SBKK00478762,31295162970,SEZ-T,1,PKG,1029613,
,,IR/52697/25-26,,FRA1082865,Home,20,PKG,99-00902847,
,,IR/52698/25-26,,FRA1082876,Home,20,PKG,99-00902848,
,,IR/52699/25-26,,FRA1082863,Home,20,PKG,99-00902849,
6710311,05-Jan-2026,IR/52700/25-26,,21707324586,SEZ-T,4,PKG,T16845754,
6739990,07-Jan-2026,IR/52701/25-26,SBKK00478611,31295162992,SEZ-T,2,PKG,1029614,
7090010,24-Jan-2026,IR/52702/25-26,,DEBER2282231,Home,42,PLT,65473988,
6739993,07-Jan-2026,IR/52703/25-26,SBKK00476269,61565328826,SEZ-T,3,PKG,1029127,
6832131,12-Jan-2026,IR/52704/25-26,SIN76031238,23215586874,SEZ-T,4,PKG,"7071170, 7071171",
6709949,05-Jan-2026,IR/52705/25-26,8XP5843,23210616270,SEZ-Z,1,PKG,7065175,
6832130,12-Jan-2026,IR/52706/25-26,SIN76031240,23215586874,SEZ-T,2,PKG,7069068,
6740027,07-Jan-2026,IR/52707/25-26,H935396,21707727134,SEZ-T,1,PKG,1022263,
6792480,09-Jan-2026,IR/52708/25-26,I064093,61849698670,SEZ-Z,1,PKG,7065111,
6740030,07-Jan-2026,IR/52709/25-26,H873516,21707727134,SEZ-T,1,PKG,1027029,
6832068,12-Jan-2026,IR/52710/25-26,SBKK00476268,61565328830,SEZ-T,3,PKG,1029126,
6832129,12-Jan-2026,IR/52711/25-26,SBKK00476323,61565328841,SEZ-T,2,PKG,1029125,
,,IR/52712/25-26,SIN76031239,23215586874,SEZ-T,2,PKG,7070165,
7016515,21-Jan-2026,IR/52713/25-26,,CHN2951449C,Home,9,PKG,0000691470,
6740606,07-Jan-2026,IR/52714/25-26,S02063447,31758SINNSA,Home,1,PLT,TR0002974662,
7017044,21-Jan-2026,IR/52715/25-26,,CHN2951449A,Home,17,PKG,0000663138,
6844299,12-Jan-2026,IR/52716/25-26,BKKS2500783,GOSUBKK80425156,Home,"1,010",CTN,"15286189-1, 15286241-1, 15287116-1, 15286204-1",
6850319,12-Jan-2026,IR/52717/25-26,535455658WAW,HLCUGDY251129304,Home,20,PKG,1006063094,
7144630,27-Jan-2026,IR/52718/25-26,536895036WAW,HLCUGDY251132166,Home,34,PKG,1006086530,
7144531,27-Jan-2026,IR/52719/25-26,537023459WAW,HLCUGDY251121609,Home,17,PKG,1006066509,
7144339,27-Jan-2026,IR/52720/25-26,537023445WAW,HLCUGDY251121570,Home,34,PKG,1006086595,
7017663,21-Jan-2026,IR/52721/25-26,,CHN2951449B,Home,2,PKG,0000691469,
6734486,06-Jan-2026,IR/52722/25-26,,ONEYPKGF82473700,Home,940,PKG,"872240488, 872240489, 872240494",
6713837,05-Jan-2026,IR/52723/25-26,SIN20049164,17624842926,Home,2,PKG,"130935-21598687, 131153-21598688, 131390-21598689, 132209-21598692, 131922-21598693, 132311-21598695, 621148915",
6709717,05-Jan-2026,IR/52724/25-26,S2501490603,A17FX26001,Home,9,PLT,"IV2512-0084, IV2512-0085, IV2512-0086",
7190605,29-Jan-2026,IR/52725/25-26,NSA000056450,SCJUA3435361AA,Home,5,PLT,1006046057,
7191556,29-Jan-2026,IR/52726/25-26,NSA000056452,SCJUA3435357AA,Home,1,PLT,1006074624,
6753231,07-Jan-2026,IR/52727/25-26,S2501432862,A17FX26001,Home,2,PLT,"15283654-1, 15285632-1",
6751809,07-Jan-2026,IR/52728/25-26,S2501503092,VASPKGNSA003716,Home,"2,140",CTN,15290635-1,
6750596,07-Jan-2026,IR/52729/25-26,,S2501502871,Home,"2,140",CTN,15290633-1,
6735065,06-Jan-2026,IR/52730/25-26,S2501456179,VASPKGNSA003719,Home,548,CTN,15286837-1,
6728826,06-Jan-2026,IR/52731/25-26,I051163,17621570054,SEZ-Z,2,PKG,7071216,
6723896,06-Jan-2026,IR/52732/25-26,28373610607,15739863272,Ex-Bond,2,PKG,32751979,
6725249,06-Jan-2026,IR/52733/25-26,NL205873071,07472764252,Ex-Bond,6,PKG,100024333,
6749952,07-Jan-2026,IR/52734/25-26,,S2501503109,Home,"2,140",CTN,15290627-1,
6734017,06-Jan-2026,IR/52735/25-26,1071777589,02071544351,Home,5,PKG,"99-00904165, 99-00904185",
6819167,10-Jan-2026,IR/52736/25-26,S2501462602,GOSUXIA8529281,Home,193,CTN,15285941-1,
6743128,07-Jan-2026,IR/52737/25-26,,S328592678,Home,1,UNT,20520029,
6734033,06-Jan-2026,IR/52738/25-26,TCMB7326692,COAU7265488580,Home,"1,020",CTN,"15282767-1, 15285136-1, 15286767-1, 15286768-1",
6834513,12-Jan-2026,IR/52739/25-26,,DKC2512366,Home,"1,374",PKG,0225-322,
6894950,14-Jan-2026,IR/52740/25-26,,BKK1258700,Home,14,PLT,LED0125120103,
6894763,14-Jan-2026,IR/52741/25-26,,BKK1260358,Home,1,PLT,LED0125120105,
6793222,09-Jan-2026,IR/52742/25-26,,S328592679,Home,1,UNT,20520030,
6897233,14-Jan-2026,IR/52743/25-26,,"BKK1260357, BKK1260359",Home,185,PLT,"LED0125120104, LED25120003",
6793228,09-Jan-2026,IR/52744/25-26,,S328592680,Home,1,UNT,20519518,
6745395,07-Jan-2026,IR/52745/25-26,,21707324774,Home,7,PKG,"3417929TSTH1034, 3418008TSTH1035, 3418063TSTH1036",
6933495,16-Jan-2026,IR/52746/25-26,,ONEYTYOFP4412900,Home,6,BDL,RAD005756201,
6775747,08-Jan-2026,IR/52747/25-26,I105183,02050977500,Home,3,PKG,5314548787,
6763039,08-Jan-2026,IR/52748/25-26,SINC39042,SINCB25037611,SEZ-T,4,PKG,7055296,
6760381,08-Jan-2026,IR/52749/25-26,SINC38748,SINCB25037309,SEZ-T,2,PKG,7055297,
6777010,08-Jan-2026,IR/52750/25-26,HAJ00022112,05758083815,Home,4,PKG,5314548928,
6773438,08-Jan-2026,IR/52751/25-26,HAJ00022114,50180182292,Home,7,PKG,"5314548945, 65482203",
6760409,08-Jan-2026,IR/52752/25-26,SINC38745,SINCB25037309,SEZ-T,1,PKG,7055288,
6760410,08-Jan-2026,IR/52753/25-26,SINC38744,SINCB25037309,SEZ-T,4,PKG,"7055289, 7055293, 7055294",
6760406,08-Jan-2026,IR/52754/25-26,SINC38741,SINCB25037309,SEZ-T,2,PKG,7055284,
6760411,08-Jan-2026,IR/52755/25-26,SINC38742,SINCB25037309,SEZ-T,6,PKG,"7055283, 7055290, 7055291",
6767439,08-Jan-2026,IR/52756/25-26,I051180,17621172944,SEZ-Z,1,PKG,7072132,
6767389,08-Jan-2026,IR/52757/25-26,I064043,17621172944,SEZ-Z,1,PKG,7065174,
6767385,08-Jan-2026,IR/52758/25-26,I064095,17621172944,SEZ-Z,3,PKG,"7070168, 7070169",
6760380,08-Jan-2026,IR/52759/25-26,SBKK00476256,31295160855,SEZ-T,1,PKG,1024043,
6760379,08-Jan-2026,IR/52760/25-26,SBKK00476274,60751579986,SEZ-T,3,PKG,1029114,
6770816,08-Jan-2026,IR/52761/25-26,SIN20049168,16002752411,Home,3,PKG,"132209-21603337, 132311-21603340, 132469-21603342",
6809765,10-Jan-2026,IR/52762/25-26,S2501463729,A59FX18532,Home,6,PLT,15289026-1,
6764841,08-Jan-2026,IR/52763/25-26,I061366,09831670520,Home,7,PKG,"395969873, 395969874",
6776977,08-Jan-2026,IR/52764/25-26,HAJ00022128,NOMAWB,Home,9,PKG,5314549944,
6767387,08-Jan-2026,IR/52765/25-26,AAI0035576,17615752914,SEZ-Z,1,PKG,7044596,
6792484,09-Jan-2026,IR/52766/25-26,I064092,61849698670,SEZ-Z,6,PKG,"7069174, 7069175, 7069176",
6774900,08-Jan-2026,IR/52767/25-26,I094706,09843689030,Home,1,PKG,3769674,
6832128,12-Jan-2026,IR/52768/25-26,SBKK00476275,60751580023,SEZ-T,3,PKG,1029129,
6776168,08-Jan-2026,IR/52769/25-26,I101832,02050977500,Home,12,PKG,"395970363, 395970364, 395970365",
7125264,27-Jan-2026,IR/52770/25-26,SINC38747,SINCB25037309,SEZ-T,10,PKG,"7055285, 7055286, 7055287, 7055292",
6857008,13-Jan-2026,IR/52771/25-26,HAJ00022102,50180182292,Home,14,PKG,"65481631, 65481632, 5314547902",
6795607,09-Jan-2026,IR/52772/25-26,I094712,09843689030,Home,3,PKG,"3769340, 3769675, 3769721",
6780884,08-Jan-2026,IR/52773/25-26,I088789,02050977500,Home,22,PKG,"395969856, 395969857, 395969858, 395969859, 395969863",
6970562,19-Jan-2026,IR/52774/25-26,SINC39043,SINCB25037611,SEZ-T,1,PKG,7060249,
6857952,13-Jan-2026,IR/52775/25-26,8XP5843,23210616270,SEZ-T,1,PKG,7065175,
6809964,10-Jan-2026,IR/52776/25-26,445939,31290560680,Home,1,PKG,25235,
6801826,09-Jan-2026,IR/52777/25-26,I106521,09843688960,Home,1,PKG,3770097,
6801245,09-Jan-2026,IR/52778/25-26,I106724,09843688960,Home,1,PKG,3770078,
7422181,10-Feb-2026,IR/52779/25-26,SINC39040,SINCB25037611,SEZ-T,1,PKG,7054302,
6860250,13-Jan-2026,IR/52780/25-26,SINC38746,SINCB25037309,SEZ-T,1,PKG,7055278,
6816452,10-Jan-2026,IR/52781/25-26,I111683,02050977533,Home,20,PKG,"395971643, 395971645, 395971649",
,,IR/52782/25-26,8XP5849,23210616270,SEZ-T,2,PKG,7067089,
6942195,17-Jan-2026,IR/52783/25-26,1071070098,29771286202,Home,2,UNT,103444054,
6833668,12-Jan-2026,IR/52784/25-26,SBKK00476273,60751579990,SEZ-T,3,PKG,1029128,
6880573,14-Jan-2026,IR/52785/25-26,HHSJ06834413,ONEYTYOFN3434300,Home,5,PLT,AF79-00240,
6834171,12-Jan-2026,IR/52786/25-26,SBKK00476265,60751580001,SEZ-T,3,PKG,1029124,
6846429,12-Jan-2026,IR/52787/25-26,GXPEW25120921,HASLC01251212114,Home,22,PLT,ADSNI202555,
6816934,10-Jan-2026,IR/52788/25-26,26SXB00008,09849278600,Home,1,PKG,1525018239,
6881323,14-Jan-2026,IR/52789/25-26,8YM8323,17624852391,SEZ-Z,3,PKG,7074495,
6969946,19-Jan-2026,IR/52790/25-26,SBKK00468406,60751579905,SEZ-T,3,PKG,1024044,
6969947,19-Jan-2026,IR/52791/25-26,SINC39664,SINCB25038293,SEZ-T,7,PKG,"7065131, 7065132",
6816666,10-Jan-2026,IR/52793/25-26,I041147,15743488642,Home,2,PKG,395971950,
6839547,12-Jan-2026,IR/52794/25-26,I050737,22917792935,SEZ-Z,2,PKG,1032982,
6847133,12-Jan-2026,IR/52795/25-26,GXPEW25120928,HASLC01251212114,Home,15,PLT,ADSNI202556,
6862809,13-Jan-2026,IR/52796/25-26,I050732,21707725756,SEZ-Z,3,PKG,1031138,
6862808,13-Jan-2026,IR/52797/25-26,I050733,21707725756,SEZ-Z,3,PKG,1031140,
6969950,19-Jan-2026,IR/52798/25-26,SINC39638,SINCB25038293,SEZ-T,4,PKG,"7060248, 7064091",
6862910,13-Jan-2026,IR/52799/25-26,I050736,21707725756,SEZ-Z,3,PKG,1031144,
6922476,16-Jan-2026,IR/52800/25-26,I050731,21707727694,SEZ-Z,3,PKG,1031145,
6921973,16-Jan-2026,IR/52801/25-26,I050734,21707727694,SEZ-Z,3,PKG,1031141,
6922473,16-Jan-2026,IR/52802/25-26,I050735,21707727694,SEZ-Z,3,PKG,1031143,
7038701,22-Jan-2026,IR/52803/25-26,I051163,17621570054,SEZ-T,2,PKG,7071216,
6819375,10-Jan-2026,IR/52804/25-26,MAD23520612,17624874496,Home,4,PKG,386321417,
6841933,12-Jan-2026,IR/52805/25-26,I101833,02050977706,Home,1,PKG,5314552420,
7038697,22-Jan-2026,IR/52806/25-26,I051180,17621172944,SEZ-T,1,PKG,7072132,
6843879,12-Jan-2026,IR/52807/25-26,S2501489294,A17FX28538,Home,1,PLT,"15286370-1, 15288323-1",
6862909,13-Jan-2026,IR/52808/25-26,I046347,21707727683,SEZ-Z,3,PKG,1030280,
6862906,13-Jan-2026,IR/52809/25-26,I046344,21707727683,SEZ-Z,3,PKG,1030278,
6864614,13-Jan-2026,IR/52810/25-26,I046345,21707727683,SEZ-Z,3,PKG,1030279,
6866122,13-Jan-2026,IR/52811/25-26,I064332,22917793134,SEZ-Z,2,PKG,1031154,
6866124,13-Jan-2026,IR/52812/25-26,I050803,22917793134,SEZ-Z,4,PKG,"1031139, 1031142",
6865018,13-Jan-2026,IR/52813/25-26,I046348,21707727683,SEZ-Z,1,PKG,1032983,
6921041,16-Jan-2026,IR/52814/25-26,SIN76031354,09830007390,SEZ-Z,1,PKG,7074355,
6993215,20-Jan-2026,IR/52815/25-26,I064043,17621172944,SEZ-T,1,PKG,7065174,
7125262,27-Jan-2026,IR/52816/25-26,I064095,17621172944,SEZ-T,3,PKG,"7070168, 7070169",
7125260,27-Jan-2026,IR/52817/25-26,AAI0035576,17615752914,SEZ-T,1,PKG,7044596,
6936038,16-Jan-2026,IR/52818/25-26,H825135,15790204973,Home,1,PKG,2960159926,
6845615,12-Jan-2026,IR/52819/25-26,SIN20049173,61850789981,Home,1,PKG,132552-21607109,
6843148,12-Jan-2026,IR/52820/25-26,I113680,93276893445,Home,1,PKG,3770219,
6843581,12-Jan-2026,IR/52821/25-26,I123781,09843689122,Home,1,PKG,3770382,
6842788,12-Jan-2026,IR/52822/25-26,S2501515727,CMBNHVEWSE26903,Home,6,PLT,15284952-1,
6844152,12-Jan-2026,IR/52823/25-26,I123658,09843689122,Home,1,PKG,3770377,
6868101,13-Jan-2026,IR/52824/25-26,45N0025466,61850554280,Home,4,PKG,0000714690,
6844698,12-Jan-2026,IR/52825/25-26,I113994,93276893445,Home,4,PKG,3770183,
6847808,12-Jan-2026,IR/52826/25-26,S2501515750,CMBNHVEWSE26903,Home,6,PLT,"15284247-1, 15287053-2, 15287073-1, 15289168-1",
6867374,13-Jan-2026,IR/52827/25-26,45N0025393,61850554280,Home,1,PKG,0000705838,
6866679,13-Jan-2026,IR/52828/25-26,45N0025396,61850554280,Home,1,PKG,0000705837,
6895290,14-Jan-2026,IR/52829/25-26,,BKK1258259,Home,72,PLT,VI(MDF)-2025/456,
6860373,13-Jan-2026,IR/52830/25-26,412658401,15792691852,SEZ-T,1,PKG,MTT-162225,
7224670,31-Jan-2026,IR/52831/25-26,,S328667379,In-Bond,15,UNT,"1338029869, 1338029870, 1338029871",
6866998,13-Jan-2026,IR/52832/25-26,S2501522955,NCLNSA2049,Home,1,PLT,"15287846-1, 15287841-1",
6950098,17-Jan-2026,IR/52833/25-26,X6359412331,15767282482,Home,14,PKG,"0530236354, 21608148, 21608165, 21608140, 0530267742, 21608137, 21607514, 21607542, 21607570",
7217309,30-Jan-2026,IR/52834/25-26,S2501523133,NCLNSA2049,Home,3,PLT,"15286767-2, 15286387-1",
6925875,16-Jan-2026,IR/52835/25-26,RAF0117435,ONEYBKKFDB969500,Home,10,PKG,2200005641,
6926008,16-Jan-2026,IR/52836/25-26,RAF0130388,ONEYBKKFDB969500,Home,24,PKG,2200005642,
7223957,31-Jan-2026,IR/52837/25-26,,S328753774,In-Bond,14,UNT,20533603,
7225301,31-Jan-2026,IR/52838/25-26,,S328753776,In-Bond,5,UNT,20538857,
7225674,31-Jan-2026,IR/52839/25-26,,S328753775,In-Bond,3,UNT,20538859,
6895491,14-Jan-2026,IR/52840/25-26,,BKK1258536,Home,24,PLT,VI(MDF)-2025/457,
6923591,16-Jan-2026,IR/52841/25-26,BCN0297090,05703005111,Home,2,PKG,386322101,
6891484,14-Jan-2026,IR/52842/25-26,,BKK1258534,Home,108,PLT,VI(MDF)-2025/459,
7222496,31-Jan-2026,IR/52843/25-26,,S328624904,Home,2,UNT,"90238810, 90238811",
7298547,04-Feb-2026,IR/52844/25-26,8YY2301,21707657300,SEZ-T,1,PKG,7070167,
7125263,27-Jan-2026,IR/52845/25-26,I064093,61849698670,SEZ-T,1,PKG,7065111,
,,IR/52846/25-26,I161805,17621570150,SEZ-T,2,PKG,7055295,
,,IR/52847/25-26,SIN76031433,23215594751,SEZ-T,1,PKG,7074311,
6969945,19-Jan-2026,IR/52848/25-26,I050737,22917792935,SEZ-T,2,PKG,1032982,
6886654,14-Jan-2026,IR/52849/25-26,251105810312,RTM1557942,Ex-Bond,44,PLT,"100024145, 100024151",
6896361,14-Jan-2026,IR/52850/25-26,S2501482503,KMTCSHAO990369,Home,125,CTN,"15290038-1, 15290459-1",
6896225,14-Jan-2026,IR/52851/25-26,S2501475748,KMTCSHAO990369,Home,15,CTN,"15286414-1, 15284905-1",
6892249,14-Jan-2026,IR/52852/25-26,,BKK1257072,Home,60,PLT,VI(OSB)-2025/096,
6895894,14-Jan-2026,IR/52853/25-26,TSNS2500557,EGLV157500371360,Home,"1,136",CTN,15286394-1,
6897746,14-Jan-2026,IR/52854/25-26,I148406,02048954684,Home,7,PKG,5314554825,
6944213,17-Jan-2026,IR/52855/25-26,,BKK1257292,Home,60,PLT,E230011250101,
6932685,16-Jan-2026,IR/52856/25-26,S2601538094,72487314813,Home,18,PKG,"99-00904515, 12-00200776, 99-00904825",
6897753,14-Jan-2026,IR/52857/25-26,SIN20049179,61850790025,Home,2,PKG,"621192636, 132311-21610231, 132469-21610233, 132570-21610238, 132552-21610240",
6944617,17-Jan-2026,IR/52858/25-26,,SRGINNSA2512079,Home,18,CRT,294/AKMTXII/2025,
6898815,14-Jan-2026,IR/52859/25-26,1071892643,02071544410,Home,17,PKG,"99-00904828, 99-00904527, 99-00904826",
6899205,14-Jan-2026,IR/52860/25-26,1071855540,02071544421,Home,464,PKG,"99-00904523, 99-00904521, 99-00904519, 99-00904520, 99-00904522",
6969951,19-Jan-2026,IR/52861/25-26,I064092,61849698670,SEZ-T,6,PKG,"7069174, 7069175, 7069176",
6898999,14-Jan-2026,IR/52862/25-26,1071888667,02014761751,Home,"1,188",PKG,"99-00904517, 99-00904823, 99-00904943, 99-00904820, 99-00904516, 99-00904824",
6936312,16-Jan-2026,IR/52863/25-26,I127062,15743488373,Home,27,PKG,"395973911, 395973912, 395973930, 395973931",
6969948,19-Jan-2026,IR/52864/25-26,SINC39666,SINCB25038293,SEZ-T,10,PKG,"7065129, 7065130",
6927603,16-Jan-2026,IR/52865/25-26,SG106022657,61850834965,Home,2,PKG,100226551-CI,
6934763,16-Jan-2026,IR/52866/25-26,S2601538096,15764714484,Home,1,PKG,99-00904827,
6943682,17-Jan-2026,IR/52867/25-26,,BKK1253309,Home,144,PLT,E230010250101,
6952430,17-Jan-2026,IR/52868/25-26,,BKK1260589,Home,14,PLT,LED0125120150,
6924945,16-Jan-2026,IR/52869/25-26,SIN76031433,23215594751,SEZ-Z,1,PKG,7074311,
7038559,22-Jan-2026,IR/52870/25-26,I046348,21707727683,SEZ-T,1,PKG,1032983,
6925095,16-Jan-2026,IR/52871/25-26,SIN76031434,23215594751,SEZ-Z,3,PKG,7074485,
6952937,17-Jan-2026,IR/52872/25-26,,BKK1260591,Home,2,PLT,LED0125120152,
6925416,16-Jan-2026,IR/52873/25-26,SIN76031432,23215594751,SEZ-Z,1,PKG,7060220,
6952567,17-Jan-2026,IR/52874/25-26,,"BKK1260590, BKK1260592",Home,184,PLT,"LED0125120151, LED25120004",
7038614,22-Jan-2026,IR/52875/25-26,I046344,21707727683,SEZ-T,3,PKG,1030278,
7038560,22-Jan-2026,IR/52876/25-26,I046345,21707727683,SEZ-T,3,PKG,1030279,
7038620,22-Jan-2026,IR/52877/25-26,I064332,22917793134,SEZ-T,2,PKG,1031154,
6932507,16-Jan-2026,IR/52878/25-26,S2501476516,KMTCSHAO990369,Home,3,PLT,15286655-1,
7038615,22-Jan-2026,IR/52879/25-26,I050803,22917793134,SEZ-T,4,PKG,"1031139, 1031142",
6941505,17-Jan-2026,IR/52880/25-26,1071915324,17619444865,Home,440,PKG,"99-00904822, 99-00904818, 99-00904816, 99-00904817, 99-00904969, 99-00904819, 99-00904821, 99-00905015",
6942457,17-Jan-2026,IR/52881/25-26,1071892636,17619444950,Home,150,PKG,99-00904528,
6933753,16-Jan-2026,IR/52882/25-26,I166098,02050979121,Home,5,PKG,"395976990, 395976993, 395976995",
7125256,27-Jan-2026,IR/52883/25-26,I050736,21707725756,SEZ-T,3,PKG,1031144,
7038619,22-Jan-2026,IR/52884/25-26,I046347,21707727683,SEZ-T,3,PKG,1030280,
6947601,17-Jan-2026,IR/52885/25-26,I057376,22917792950,SEZ-Z,3,PKG,1031146,
6950699,17-Jan-2026,IR/52886/25-26,028715,23583573232,In-Bond,7,PKG,168401669,
6949544,17-Jan-2026,IR/52887/25-26,I057383,22917792950,SEZ-Z,3,PKG,1031153,
6949546,17-Jan-2026,IR/52888/25-26,I057381,22917792961,SEZ-Z,3,PKG,1031151,
6947600,17-Jan-2026,IR/52889/25-26,I057380,22917792961,SEZ-Z,3,PKG,1031150,
6979980,19-Jan-2026,IR/52890/25-26,I057382,22917792972,SEZ-Z,3,PKG,1031152,
6973755,19-Jan-2026,IR/52891/25-26,I057379,22917792972,SEZ-Z,3,PKG,1031149,
6943681,17-Jan-2026,IR/52892/25-26,I158526,09843699950,Home,1,PKG,3770874,
6974657,19-Jan-2026,IR/52894/25-26,I057378,22917792972,SEZ-Z,2,PKG,1031148,
6995497,20-Jan-2026,IR/52895/25-26,I057377,22917791034,SEZ-Z,3,PKG,1031147,
6949410,17-Jan-2026,IR/52896/25-26,NL206009251,60751134090,In-Bond,1,PKG,100024423,
6945799,17-Jan-2026,IR/52897/25-26,I158566,09843699950,Home,2,PKG,"3770811, 3770812",
6946146,17-Jan-2026,IR/52898/25-26,I158567,09843699950,Home,1,PKG,3770814,
6947605,17-Jan-2026,IR/52899/25-26,HAJ00022128,05758083826,Home,8,PKG,5314555934,
7039189,22-Jan-2026,IR/52900/25-26,I050733,21707725756,SEZ-T,3,PKG,1031140,
7038558,22-Jan-2026,IR/52901/25-26,I050732,21707725756,SEZ-T,3,PKG,1031138,
